Transaction_ID,Loan_ID,Customer_ID,EMI_Amount,Principal_Component,Interest_Component,Payment_Date,Payment_Status
TXN_LOAN0155_21,LOAN0155,CUST0063,40775.47,39127.9,1647.57,2024-10-18,Paid
TXN_LOAN0155_22,LOAN0155,CUST0063,40775.47,39533.44,1242.03,2024-11-18,Paid
TXN_LOAN0155_23,LOAN0155,CUST0063,40775.47,39943.19,832.28,2024-12-18,Paid
TXN_LOAN0155_24,LOAN0155,CUST0063,40775.47,40357.13,418.34,2025-01-18,Paid
TXN_LOAN0156_1,LOAN0156,CUST0150,5568.74,2870.56,2698.18,2023-06-29,Paid
TXN_LOAN0156_2,LOAN0156,CUST0150,5568.74,2910.47,2658.27,2023-07-29,Paid
TXN_LOAN0156_3,LOAN0156,CUST0150,5568.74,2950.92,2617.82,2023-08-29,Paid
TXN_LOAN0156_4,LOAN0156,CUST0150,5568.74,2991.95,2576.79,2023-09-29,Paid
TXN_LOAN0156_5,LOAN0156,CUST0150,5568.74,3033.54,2535.2,2023-10-29,Paid
TXN_LOAN0156_6,LOAN0156,CUST0150,5568.74,3075.71,2493.03,2023-11-29,Paid
TXN_LOAN0156_7,LOAN0156,CUST0150,5568.74,3118.46,2450.28,2023-12-29,Paid
TXN_LOAN0156_8,LOAN0156,CUST0150,5568.74,3161.81,2406.93,2024-01-29,Paid
TXN_LOAN0156_9,LOAN0156,CUST0150,5568.74,3205.77,2362.97,2024-02-29,Paid
TXN_LOAN0156_10,LOAN0156,CUST0150,5568.74,3250.33,2318.41,2024-03-29,Paid
TXN_LOAN0156_11,LOAN0156,CUST0150,5568.74,3295.51,2273.23,2024-04-29,Paid
TXN_LOAN0156_12,LOAN0156,CUST0150,5568.74,3341.33,2227.41,2024-05-29,Paid
TXN_LOAN0156_13,LOAN0156,CUST0150,5568.74,3387.77,2180.97,2024-06-29,Paid
TXN_LOAN0156_14,LOAN0156,CUST0150,5568.74,3434.87,2133.87,2024-07-29,Paid
TXN_LOAN0156_15,LOAN0156,CUST0150,5568.74,3482.62,2086.12,2024-08-29,Paid
TXN_LOAN0156_16,LOAN0156,CUST0150,5568.74,3531.03,2037.71,2024-09-29,Paid
TXN_LOAN0156_17,LOAN0156,CUST0150,5568.74,3580.11,1988.63,2024-10-29,Paid
TXN_LOAN0156_18,LOAN0156,CUST0150,5568.74,3629.88,1938.86,2024-11-29,Paid
TXN_LOAN0156_19,LOAN0156,CUST0150,5568.74,3680.34,1888.4,2024-12-29,Paid
TXN_LOAN0156_20,LOAN0156,CUST0150,5568.74,3731.5,1837.24,2025-01-29,Paid
TXN_LOAN0156_21,LOAN0156,CUST0150,5568.74,3783.38,1785.36,2025-02-28,Paid
TXN_LOAN0156_22,LOAN0156,CUST0150,5568.74,3835.97,1732.77,2025-03-29,Paid
TXN_LOAN0156_23,LOAN0156,CUST0150,5568.74,3889.29,1679.45,2025-04-29,Paid
TXN_LOAN0156_24,LOAN0156,CUST0150,5568.74,3943.36,1625.38,2025-05-29,Paid
TXN_LOAN0156_25,LOAN0156,CUST0150,5568.74,3998.18,1570.56,2025-06-29,Paid
TXN_LOAN0156_26,LOAN0156,CUST0150,5568.74,4053.76,1514.98,2025-07-29,Paid
TXN_LOAN0156_27,LOAN0156,CUST0150,5568.74,4110.11,1458.63,2025-08-29,Paid
TXN_LOAN0156_28,LOAN0156,CUST0150,5568.74,4167.24,1401.5,2025-09-29,Paid
TXN_LOAN0156_29,LOAN0156,CUST0150,5568.74,4225.17,1343.57,2025-10-29,Paid
TXN_LOAN0156_30,LOAN0156,CUST0150,5568.74,4283.91,1284.83,2025-11-29,Paid
TXN_LOAN0156_31,LOAN0156,CUST0150,5568.74,4343.46,1225.28,2025-12-29,Paid
TXN_LOAN0156_32,LOAN0156,CUST0150,5568.74,4403.84,1164.9,2026-01-29,Missed
TXN_LOAN0156_33,LOAN0156,CUST0150,5568.74,4465.06,1103.68,2026-02-28,Paid
TXN_LOAN0156_34,LOAN0156,CUST0150,5568.74,4527.13,1041.61,2026-03-29,Paid
TXN_LOAN0156_35,LOAN0156,CUST0150,5568.74,4590.06,978.68,2026-04-29,Paid
TXN_LOAN0156_36,LOAN0156,CUST0150,5568.74,4653.87,914.87,2026-05-29,Paid
TXN_LOAN0156_37,LOAN0156,CUST0150,5568.74,4718.56,850.18,2026-06-29,Paid
TXN_LOAN0156_38,LOAN0156,CUST0150,5568.74,4784.15,784.59,2026-07-29,Missed
TXN_LOAN0156_39,LOAN0156,CUST0150,5568.74,4850.66,718.08,2026-08-29,Paid
TXN_LOAN0156_40,LOAN0156,CUST0150,5568.74,4918.09,650.65,2026-09-29,Paid
TXN_LOAN0156_41,LOAN0156,CUST0150,5568.74,4986.46,582.28,2026-10-29,Missed
TXN_LOAN0156_42,LOAN0156,CUST0150,5568.74,5055.77,512.97,2026-11-29,Paid
TXN_LOAN0156_43,LOAN0156,CUST0150,5568.74,5126.06,442.68,2026-12-29,Paid
TXN_LOAN0156_44,LOAN0156,CUST0150,5568.74,5197.31,371.43,2027-01-29,Paid
TXN_LOAN0156_45,LOAN0156,CUST0150,5568.74,5269.56,299.18,2027-02-28,Paid
TXN_LOAN0156_46,LOAN0156,CUST0150,5568.74,5342.82,225.92,2027-03-29,Paid
TXN_LOAN0156_47,LOAN0156,CUST0150,5568.74,5417.09,151.65,2027-04-29,Missed
TXN_LOAN0156_48,LOAN0156,CUST0150,5568.74,5492.2,76.54,2027-05-29,Paid
TXN_LOAN0157_1,LOAN0157,CUST0154,9092.66,6790.4,2302.26,2023-06-29,Paid
TXN_LOAN0157_2,LOAN0157,CUST0154,9092.66,6845.69,2246.97,2023-07-29,Paid
TXN_LOAN0157_3,LOAN0157,CUST0154,9092.66,6901.43,2191.23,2023-08-29,Paid
TXN_LOAN0157_4,LOAN0157,CUST0154,9092.66,6957.63,2135.03,2023-09-29,Paid
TXN_LOAN0157_5,LOAN0157,CUST0154,9092.66,7014.29,2078.37,2023-10-29,Paid
TXN_LOAN0157_6,LOAN0157,CUST0154,9092.66,7071.4,2021.26,2023-11-29,Paid
TXN_LOAN0157_7,LOAN0157,CUST0154,9092.66,7128.99,1963.67,2023-12-29,Paid
TXN_LOAN0157_8,LOAN0157,CUST0154,9092.66,7187.04,1905.62,2024-01-29,Paid
TXN_LOAN0157_9,LOAN0157,CUST0154,9092.66,7245.56,1847.1,2024-02-29,Paid
TXN_LOAN0157_10,LOAN0157,CUST0154,9092.66,7304.56,1788.1,2024-03-29,Paid
TXN_LOAN0157_11,LOAN0157,CUST0154,9092.66,7364.04,1728.62,2024-04-29,Paid
TXN_LOAN0157_12,LOAN0157,CUST0154,9092.66,7424.01,1668.65,2024-05-29,Paid
TXN_LOAN0157_13,LOAN0157,CUST0154,9092.66,7484.46,1608.2,2024-06-29,Paid
TXN_LOAN0157_14,LOAN0157,CUST0154,9092.66,7545.4,1547.26,2024-07-29,Paid
TXN_LOAN0157_15,LOAN0157,CUST0154,9092.66,7606.85,1485.81,2024-08-29,Paid
TXN_LOAN0157_16,LOAN0157,CUST0154,9092.66,7668.79,1423.87,2024-09-29,Paid
TXN_LOAN0157_17,LOAN0157,CUST0154,9092.66,7731.23,1361.43,2024-10-29,Paid
TXN_LOAN0157_18,LOAN0157,CUST0154,9092.66,7794.19,1298.47,2024-11-29,Paid
TXN_LOAN0157_19,LOAN0157,CUST0154,9092.66,7857.66,1235.0,2024-12-29,Paid
TXN_LOAN0157_20,LOAN0157,CUST0154,9092.66,7921.64,1171.02,2025-01-29,Paid
TXN_LOAN0157_21,LOAN0157,CUST0154,9092.66,7986.15,1106.51,2025-02-28,Paid
TXN_LOAN0157_22,LOAN0157,CUST0154,9092.66,8051.18,1041.48,2025-03-29,Missed
TXN_LOAN0157_23,LOAN0157,CUST0154,9092.66,8116.74,975.92,2025-04-29,Paid
TXN_LOAN0157_24,LOAN0157,CUST0154,9092.66,8182.83,909.83,2025-05-29,Paid
TXN_LOAN0157_25,LOAN0157,CUST0154,9092.66,8249.46,843.2,2025-06-29,Paid
TXN_LOAN0157_26,LOAN0157,CUST0154,9092.66,8316.64,776.02,2025-07-29,Paid
TXN_LOAN0157_27,LOAN0157,CUST0154,9092.66,8384.36,708.3,2025-08-29,Paid
TXN_LOAN0157_28,LOAN0157,CUST0154,9092.66,8452.63,640.03,2025-09-29,Paid
TXN_LOAN0157_29,LOAN0157,CUST0154,9092.66,8521.46,571.2,2025-10-29,Paid
TXN_LOAN0157_30,LOAN0157,CUST0154,9092.66,8590.85,501.81,2025-11-29,Paid
TXN_LOAN0157_31,LOAN0157,CUST0154,9092.66,8660.81,431.85,2025-12-29,Paid
TXN_LOAN0157_32,LOAN0157,CUST0154,9092.66,8731.33,361.33,2026-01-29,Missed
TXN_LOAN0157_33,LOAN0157,CUST0154,9092.66,8802.43,290.23,2026-02-28,Paid
TXN_LOAN0157_34,LOAN0157,CUST0154,9092.66,8874.11,218.55,2026-03-29,Paid
TXN_LOAN0157_35,LOAN0157,CUST0154,9092.66,8946.37,146.29,2026-04-29,Paid
TXN_LOAN0157_36,LOAN0157,CUST0154,9092.66,9019.39,73.27,2026-05-29,Paid
TXN_LOAN0158_1,LOAN0158,CUST0156,86598.97,74660.11,11938.86,2023-06-06,Paid
TXN_LOAN0158_2,LOAN0158,CUST0156,86598.97,75588.78,11010.19,2023-07-06,Paid
TXN_LOAN0158_3,LOAN0158,CUST0156,86598.97,76528.99,10069.98,2023-08-06,Paid
TXN_LOAN0158_4,LOAN0158,CUST0156,86598.97,77480.9,9118.07,2023-09-06,Paid
TXN_LOAN0158_5,LOAN0158,CUST0156,86598.97,78444.65,8154.32,2023-10-06,Paid
TXN_LOAN0158_6,LOAN0158,CUST0156,86598.97,79420.39,7178.58,2023-11-06,Missed
TXN_LOAN0158_7,LOAN0158,CUST0156,86598.97,80408.26,6190.71,2023-12-06,Paid
TXN_LOAN0158_8,LOAN0158,CUST0156,86598.97,81408.43,5190.54,2024-01-06,Paid
TXN_LOAN0158_9,LOAN0158,CUST0156,86598.97,82421.03,4177.94,2024-02-06,Paid
TXN_LOAN0158_10,LOAN0158,CUST0156,86598.97,83446.23,3152.74,2024-03-06,Paid
TXN_LOAN0158_11,LOAN0158,CUST0156,86598.97,84484.18,2114.79,2024-04-06,Paid
TXN_LOAN0158_12,LOAN0158,CUST0156,86598.97,85535.05,1063.92,2024-05-06,Paid
TXN_LOAN0159_1,LOAN0159,CUST0114,35367.41,25543.52,9823.89,2023-11-29,Paid
TXN_LOAN0159_2,LOAN0159,CUST0114,35367.41,25892.22,9475.19,2023-12-29,Paid
TXN_LOAN0159_3,LOAN0159,CUST0114,35367.41,26245.67,9121.74,2024-01-29,Paid
TXN_LOAN0159_4,LOAN0159,CUST0114,35367.41,26603.95,8763.46,2024-02-29,Paid
TXN_LOAN0159_5,LOAN0159,CUST0114,35367.41,26967.12,8400.29,2024-03-29,Missed
TXN_LOAN0159_6,LOAN0159,CUST0114,35367.41,27335.25,8032.16,2024-04-29,Paid
TXN_LOAN0159_7,LOAN0159,CUST0114,35367.41,27708.4,7659.01,2024-05-29,Paid
TXN_LOAN0159_8,LOAN0159,CUST0114,35367.41,28086.64,7280.77,2024-06-29,Paid
TXN_LOAN0159_9,LOAN0159,CUST0114,35367.41,28470.05,6897.36,2024-07-29,Missed
TXN_LOAN0159_10,LOAN0159,CUST0114,35367.41,28858.7,6508.71,2024-08-29,Paid
TXN_LOAN0159_11,LOAN0159,CUST0114,35367.41,29252.65,6114.76,2024-09-29,Paid
TXN_LOAN0159_12,LOAN0159,CUST0114,35367.41,29651.97,5715.44,2024-10-29,Paid
TXN_LOAN0159_13,LOAN0159,CUST0114,35367.41,30056.75,5310.66,2024-11-29,Paid
TXN_LOAN0159_14,LOAN0159,CUST0114,35367.41,30467.05,4900.36,2024-12-29,Paid
TXN_LOAN0159_15,LOAN0159,CUST0114,35367.41,30882.96,4484.45,2025-01-29,Paid
TXN_LOAN0159_16,LOAN0159,CUST0114,35367.41,31304.54,4062.87,2025-02-28,Missed
TXN_LOAN0159_17,LOAN0159,CUST0114,35367.41,31731.88,3635.53,2025-03-29,Paid
TXN_LOAN0159_18,LOAN0159,CUST0114,35367.41,32165.05,3202.36,2025-04-29,Paid
TXN_LOAN0159_19,LOAN0159,CUST0114,35367.41,32604.13,2763.28,2025-05-29,Paid
TXN_LOAN0159_20,LOAN0159,CUST0114,35367.41,33049.21,2318.2,2025-06-29,Paid
TXN_LOAN0159_21,LOAN0159,CUST0114,35367.41,33500.36,1867.05,2025-07-29,Missed
TXN_LOAN0159_22,LOAN0159,CUST0114,35367.41,33957.68,1409.73,2025-08-29,Paid
TXN_LOAN0159_23,LOAN0159,CUST0114,35367.41,34421.23,946.18,2025-09-29,Paid
TXN_LOAN0159_24,LOAN0159,CUST0114,35367.41,34891.02,476.39,2025-10-29,Paid
TXN_LOAN0160_1,LOAN0160,CUST0049,32946.06,23300.18,9645.88,2024-01-26,Paid
TXN_LOAN0160_2,LOAN0160,CUST0049,32946.06,23638.92,9307.14,2024-02-26,Paid
TXN_LOAN0160_3,LOAN0160,CUST0049,32946.06,23982.6,8963.46,2024-03-26,Paid
TXN_LOAN0160_4,LOAN0160,CUST0049,32946.06,24331.27,8614.79,2024-04-26,Paid
TXN_LOAN0160_5,LOAN0160,CUST0049,32946.06,24685.01,8261.05,2024-05-26,Paid
TXN_LOAN0160_6,LOAN0160,CUST0049,32946.06,25043.89,7902.17,2024-06-26,Paid
TXN_LOAN0160_7,LOAN0160,CUST0049,32946.06,25407.99,7538.07,2024-07-26,Paid
TXN_LOAN0160_8,LOAN0160,CUST0049,32946.06,25777.38,7168.68,2024-08-26,Paid
TXN_LOAN0160_9,LOAN0160,CUST0049,32946.06,26152.14,6793.92,2024-09-26,Paid
TXN_LOAN0160_10,LOAN0160,CUST0049,32946.06,26532.35,6413.71,2024-10-26,Paid
TXN_LOAN0160_11,LOAN0160,CUST0049,32946.06,26918.09,6027.97,2024-11-26,Paid
TXN_LOAN0160_12,LOAN0160,CUST0049,32946.06,27309.44,5636.62,2024-12-26,Paid
TXN_LOAN0160_13,LOAN0160,CUST0049,32946.06,27706.48,5239.58,2025-01-26,Paid
TXN_LOAN0160_14,LOAN0160,CUST0049,32946.06,28109.29,4836.77,2025-02-26,Paid
TXN_LOAN0160_15,LOAN0160,CUST0049,32946.06,28517.95,4428.11,2025-03-26,Paid
TXN_LOAN0160_16,LOAN0160,CUST0049,32946.06,28932.56,4013.5,2025-04-26,Paid
TXN_LOAN0160_17,LOAN0160,CUST0049,32946.06,29353.19,3592.87,2025-05-26,Paid
TXN_LOAN0160_18,LOAN0160,CUST0049,32946.06,29779.94,3166.12,2025-06-26,Paid
TXN_LOAN0160_19,LOAN0160,CUST0049,32946.06,30212.9,2733.16,2025-07-26,Paid
TXN_LOAN0160_20,LOAN0160,CUST0049,32946.06,30652.15,2293.91,2025-08-26,Paid
TXN_LOAN0160_21,LOAN0160,CUST0049,32946.06,31097.78,1848.28,2025-09-26,Missed
TXN_LOAN0160_22,LOAN0160,CUST0049,32946.06,31549.9,1396.16,2025-10-26,Paid
TXN_LOAN0160_23,LOAN0160,CUST0049,32946.06,32008.58,937.48,2025-11-26,Paid
TXN_LOAN0160_24,LOAN0160,CUST0049,32946.06,32474.02,472.04,2025-12-26,Paid
TXN_LOAN0161_1,LOAN0161,CUST0199,47150.64,35111.07,12039.57,2023-09-26,Paid
TXN_LOAN0161_2,LOAN0161,CUST0199,47150.64,35545.05,11605.59,2023-10-26,Paid
TXN_LOAN0161_3,LOAN0161,CUST0199,47150.64,35984.4,11166.24,2023-11-26,Paid
TXN_LOAN0161_4,LOAN0161,CUST0199,47150.64,36429.19,10721.45,2023-12-26,Paid
TXN_LOAN0161_5,LOAN0161,CUST0199,47150.64,36879.47,10271.17,2024-01-26,Paid
TXN_LOAN0161_6,LOAN0161,CUST0199,47150.64,37335.31,9815.33,2024-02-26,Paid
TXN_LOAN0161_7,LOAN0161,CUST0199,47150.64,37796.79,9353.85,2024-03-26,Paid
TXN_LOAN0161_8,LOAN0161,CUST0199,47150.64,38263.97,8886.67,2024-04-26,Paid
TXN_LOAN0161_9,LOAN0161,CUST0199,47150.64,38736.93,8413.71,2024-05-26,Paid
TXN_LOAN0161_10,LOAN0161,CUST0199,47150.64,39215.73,7934.91,2024-06-26,Paid
TXN_LOAN0161_11,LOAN0161,CUST0199,47150.64,39700.46,7450.18,2024-07-26,Paid
TXN_LOAN0161_12,LOAN0161,CUST0199,47150.64,40191.17,6959.47,2024-08-26,Paid
TXN_LOAN0161_13,LOAN0161,CUST0199,47150.64,40687.95,6462.69,2024-09-26,Paid
TXN_LOAN0161_14,LOAN0161,CUST0199,47150.64,41190.87,5959.77,2024-10-26,Paid
TXN_LOAN0161_15,LOAN0161,CUST0199,47150.64,41700.0,5450.64,2024-11-26,Paid
TXN_LOAN0161_16,LOAN0161,CUST0199,47150.64,42215.43,4935.21,2024-12-26,Paid
TXN_LOAN0161_17,LOAN0161,CUST0199,47150.64,42737.23,4413.41,2025-01-26,Paid
TXN_LOAN0161_18,LOAN0161,CUST0199,47150.64,43265.48,3885.16,2025-02-26,Paid
TXN_LOAN0161_19,LOAN0161,CUST0199,47150.64,43800.26,3350.38,2025-03-26,Paid
TXN_LOAN0161_20,LOAN0161,CUST0199,47150.64,44341.65,2808.99,2025-04-26,Paid
TXN_LOAN0161_21,LOAN0161,CUST0199,47150.64,44889.73,2260.91,2025-05-26,Paid
TXN_LOAN0161_22,LOAN0161,CUST0199,47150.64,45444.59,1706.05,2025-06-26,Paid
TXN_LOAN0161_23,LOAN0161,CUST0199,47150.64,46006.3,1144.34,2025-07-26,Paid
TXN_LOAN0161_24,LOAN0161,CUST0199,47150.64,46574.97,575.67,2025-08-26,Paid
TXN_LOAN0162_1,LOAN0162,CUST0081,83427.82,73329.31,10098.51,2023-06-15,Missed
TXN_LOAN0162_2,LOAN0162,CUST0081,83427.82,74121.99,9305.83,2023-07-15,Paid
TXN_LOAN0162_3,LOAN0162,CUST0081,83427.82,74923.23,8504.59,2023-08-15,Paid
TXN_LOAN0162_4,LOAN0162,CUST0081,83427.82,75733.14,7694.68,2023-09-15,Paid
TXN_LOAN0162_5,LOAN0162,CUST0081,83427.82,76551.8,6876.02,2023-10-15,Paid
TXN_LOAN0162_6,LOAN0162,CUST0081,83427.82,77379.3,6048.52,2023-11-15,Paid
TXN_LOAN0162_7,LOAN0162,CUST0081,83427.82,78215.76,5212.06,2023-12-15,Paid
TXN_LOAN0162_8,LOAN0162,CUST0081,83427.82,79061.25,4366.57,2024-01-15,Paid
TXN_LOAN0162_9,LOAN0162,CUST0081,83427.82,79915.89,3511.93,2024-02-15,Paid
TXN_LOAN0162_10,LOAN0162,CUST0081,83427.82,80779.76,2648.06,2024-03-15,Paid
TXN_LOAN0162_11,LOAN0162,CUST0081,83427.82,81652.98,1774.84,2024-04-15,Paid
TXN_LOAN0162_12,LOAN0162,CUST0081,83427.82,82535.59,892.23,2024-05-15,Paid
TXN_LOAN0163_1,LOAN0163,CUST0084,9012.56,5904.76,3107.8,2023-06-30,Paid
TXN_LOAN0163_2,LOAN0163,CUST0084,9012.56,5974.52,3038.04,2023-07-31,Paid
TXN_LOAN0163_3,LOAN0163,CUST0084,9012.56,6045.12,2967.44,2023-08-31,Paid
TXN_LOAN0163_4,LOAN0163,CUST0084,9012.56,6116.54,2896.02,2023-09-30,Paid
TXN_LOAN0163_5,LOAN0163,CUST0084,9012.56,6188.81,2823.75,2023-10-31,Paid
TXN_LOAN0163_6,LOAN0163,CUST0084,9012.56,6261.93,2750.63,2023-11-30,Paid
TXN_LOAN0163_7,LOAN0163,CUST0084,9012.56,6335.92,2676.64,2023-12-31,Paid
TXN_LOAN0163_8,LOAN0163,CUST0084,9012.56,6410.78,2601.78,2024-01-31,Paid
TXN_LOAN0163_9,LOAN0163,CUST0084,9012.56,6486.53,2526.03,2024-02-29,Paid
TXN_LOAN0163_10,LOAN0163,CUST0084,9012.56,6563.17,2449.39,2024-03-31,Paid
TXN_LOAN0163_11,LOAN0163,CUST0084,9012.56,6640.72,2371.84,2024-04-30,Paid
TXN_LOAN0163_12,LOAN0163,CUST0084,9012.56,6719.18,2293.38,2024-05-31,Paid
TXN_LOAN0163_13,LOAN0163,CUST0084,9012.56,6798.57,2213.99,2024-06-30,Missed
TXN_LOAN0163_14,LOAN0163,CUST0084,9012.56,6878.9,2133.66,2024-07-31,Paid
TXN_LOAN0163_15,LOAN0163,CUST0084,9012.56,6960.17,2052.39,2024-08-31,Paid
TXN_LOAN0163_16,LOAN0163,CUST0084,9012.56,7042.41,1970.15,2024-09-30,Missed
TXN_LOAN0163_17,LOAN0163,CUST0084,9012.56,7125.62,1886.94,2024-10-31,Paid
TXN_LOAN0163_18,LOAN0163,CUST0084,9012.56,7209.81,1802.75,2024-11-30,Paid
TXN_LOAN0163_19,LOAN0163,CUST0084,9012.56,7295.0,1717.56,2024-12-31,Paid
TXN_LOAN0163_20,LOAN0163,CUST0084,9012.56,7381.19,1631.37,2025-01-31,Paid
TXN_LOAN0163_21,LOAN0163,CUST0084,9012.56,7468.4,1544.16,2025-02-28,Paid
TXN_LOAN0163_22,LOAN0163,CUST0084,9012.56,7556.64,1455.92,2025-03-31,Paid
TXN_LOAN0163_23,LOAN0163,CUST0084,9012.56,7645.93,1366.63,2025-04-30,Paid
TXN_LOAN0163_24,LOAN0163,CUST0084,9012.56,7736.27,1276.29,2025-05-31,Paid
TXN_LOAN0163_25,LOAN0163,CUST0084,9012.56,7827.68,1184.88,2025-06-30,Paid
TXN_LOAN0163_26,LOAN0163,CUST0084,9012.56,7920.16,1092.4,2025-07-31,Paid
TXN_LOAN0163_27,LOAN0163,CUST0084,9012.56,8013.74,998.82,2025-08-31,Paid
TXN_LOAN0163_28,LOAN0163,CUST0084,9012.56,8108.43,904.13,2025-09-30,Paid
TXN_LOAN0163_29,LOAN0163,CUST0084,9012.56,8204.23,808.33,2025-10-31,Paid
TXN_LOAN0163_30,LOAN0163,CUST0084,9012.56,8301.17,711.39,2025-11-30,Paid
TXN_LOAN0163_31,LOAN0163,CUST0084,9012.56,8399.25,613.31,2025-12-31,Paid
TXN_LOAN0163_32,LOAN0163,CUST0084,9012.56,8498.49,514.07,2026-01-31,Paid
TXN_LOAN0163_33,LOAN0163,CUST0084,9012.56,8598.9,413.66,2026-02-28,Paid
TXN_LOAN0163_34,LOAN0163,CUST0084,9012.56,8700.5,312.06,2026-03-31,Paid
TXN_LOAN0163_35,LOAN0163,CUST0084,9012.56,8803.3,209.26,2026-04-30,Paid
TXN_LOAN0163_36,LOAN0163,CUST0084,9012.56,8907.26,105.3,2026-05-31,Paid
TXN_LOAN0164_1,LOAN0164,CUST0105,38164.5,27396.75,10767.75,2023-09-24,Paid
TXN_LOAN0164_2,LOAN0164,CUST0105,38164.5,27777.77,10386.73,2023-10-24,Paid
TXN_LOAN0164_3,LOAN0164,CUST0105,38164.5,28164.09,10000.41,2023-11-24,Paid
TXN_LOAN0164_4,LOAN0164,CUST0105,38164.5,28555.79,9608.71,2023-12-24,Paid
TXN_LOAN0164_5,LOAN0164,CUST0105,38164.5,28952.93,9211.57,2024-01-24,Paid
TXN_LOAN0164_6,LOAN0164,CUST0105,38164.5,29355.59,8808.91,2024-02-24,Paid
TXN_LOAN0164_7,LOAN0164,CUST0105,38164.5,29763.86,8400.64,2024-03-24,Paid
TXN_LOAN0164_8,LOAN0164,CUST0105,38164.5,30177.8,7986.7,2024-04-24,Paid
TXN_LOAN0164_9,LOAN0164,CUST0105,38164.5,30597.5,7567.0,2024-05-24,Paid
TXN_LOAN0164_10,LOAN0164,CUST0105,38164.5,31023.03,7141.47,2024-06-24,Paid
TXN_LOAN0164_11,LOAN0164,CUST0105,38164.5,31454.49,6710.01,2024-07-24,Paid
TXN_LOAN0164_12,LOAN0164,CUST0105,38164.5,31891.94,6272.56,2024-08-24,Paid
TXN_LOAN0164_13,LOAN0164,CUST0105,38164.5,32335.48,5829.02,2024-09-24,Paid
TXN_LOAN0164_14,LOAN0164,CUST0105,38164.5,32785.19,5379.31,2024-10-24,Paid
TXN_LOAN0164_15,LOAN0164,CUST0105,38164.5,33241.15,4923.35,2024-11-24,Paid
TXN_LOAN0164_16,LOAN0164,CUST0105,38164.5,33703.45,4461.05,2024-12-24,Missed
TXN_LOAN0164_17,LOAN0164,CUST0105,38164.5,34172.18,3992.32,2025-01-24,Paid
TXN_LOAN0164_18,LOAN0164,CUST0105,38164.5,34647.44,3517.06,2025-02-24,Paid
TXN_LOAN0164_19,LOAN0164,CUST0105,38164.5,35129.3,3035.2,2025-03-24,Missed
TXN_LOAN0164_20,LOAN0164,CUST0105,38164.5,35617.86,2546.64,2025-04-24,Paid
TXN_LOAN0164_21,LOAN0164,CUST0105,38164.5,36113.22,2051.28,2025-05-24,Paid
TXN_LOAN0164_22,LOAN0164,CUST0105,38164.5,36615.46,1549.04,2025-06-24,Paid
TXN_LOAN0164_23,LOAN0164,CUST0105,38164.5,37124.69,1039.81,2025-07-24,Paid
TXN_LOAN0164_24,LOAN0164,CUST0105,38164.5,37641.04,523.46,2025-08-24,Paid
TXN_LOAN0165_1,LOAN0165,CUST0177,16746.08,9708.75,7037.33,2023-09-12,Paid
TXN_LOAN0165_2,LOAN0165,CUST0177,16746.08,9819.64,6926.44,2023-10-12,Paid
TXN_LOAN0165_3,LOAN0165,CUST0177,16746.08,9931.8,6814.28,2023-11-12,Paid
TXN_LOAN0165_4,LOAN0165,CUST0177,16746.08,10045.24,6700.84,2023-12-12,Paid
TXN_LOAN0165_5,LOAN0165,CUST0177,16746.08,10159.97,6586.11,2024-01-12,Missed
TXN_LOAN0165_6,LOAN0165,CUST0177,16746.08,10276.02,6470.06,2024-02-12,Missed
TXN_LOAN0165_7,LOAN0165,CUST0177,16746.08,10393.39,6352.69,2024-03-12,Paid
TXN_LOAN0165_8,LOAN0165,CUST0177,16746.08,10512.1,6233.98,2024-04-12,Paid
TXN_LOAN0165_9,LOAN0165,CUST0177,16746.08,10632.17,6113.91,2024-05-12,Paid
TXN_LOAN0165_10,LOAN0165,CUST0177,16746.08,10753.6,5992.48,2024-06-12,Missed
TXN_LOAN0165_11,LOAN0165,CUST0177,16746.08,10876.43,5869.65,2024-07-12,Paid
TXN_LOAN0165_12,LOAN0165,CUST0177,16746.08,11000.66,5745.42,2024-08-12,Paid
TXN_LOAN0165_13,LOAN0165,CUST0177,16746.08,11126.3,5619.78,2024-09-12,Paid
TXN_LOAN0165_14,LOAN0165,CUST0177,16746.08,11253.39,5492.69,2024-10-12,Paid
TXN_LOAN0165_15,LOAN0165,CUST0177,16746.08,11381.92,5364.16,2024-11-12,Paid
TXN_LOAN0165_16,LOAN0165,CUST0177,16746.08,11511.92,5234.16,2024-12-12,Paid
TXN_LOAN0165_17,LOAN0165,CUST0177,16746.08,11643.41,5102.67,2025-01-12,Paid
TXN_LOAN0165_18,LOAN0165,CUST0177,16746.08,11776.39,4969.69,2025-02-12,Paid
TXN_LOAN0165_19,LOAN0165,CUST0177,16746.08,11910.9,4835.18,2025-03-12,Paid
TXN_LOAN0165_20,LOAN0165,CUST0177,16746.08,12046.94,4699.14,2025-04-12,Paid
TXN_LOAN0165_21,LOAN0165,CUST0177,16746.08,12184.54,4561.54,2025-05-12,Paid
TXN_LOAN0165_22,LOAN0165,CUST0177,16746.08,12323.71,4422.37,2025-06-12,Paid
TXN_LOAN0165_23,LOAN0165,CUST0177,16746.08,12464.47,4281.61,2025-07-12,Paid
TXN_LOAN0165_24,LOAN0165,CUST0177,16746.08,12606.83,4139.25,2025-08-12,Paid
TXN_LOAN0165_25,LOAN0165,CUST0177,16746.08,12750.83,3995.25,2025-09-12,Paid
